bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1893398,1528314,2025-03-26,Assembly,"Do pass as amended",8,0,0,2,10
1893398,1533521,2025-04-01,Assembly,"AB 59 Aguiar-Curry Assembly Third Reading",77,0,0,3,80
1893400,1528321,2025-03-25,Assembly,"Do pass",5,1,0,1,7
1893401,1528242,2025-03-26,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",18,0,0,0,18
1893410,1511429,2025-03-10,Assembly,"Be adopted. To third reading",9,0,0,2,11
1893415,1470866,2024-12-03,Assembly,"HR 1 PACHECO Assembly Third Reading",58,19,0,2,79
1893416,1470867,2024-12-03,Assembly,"HR 2 RIVAS Assembly Third Reading By AGUIAR-CURRY",78,0,0,1,79
1893417,1470868,2024-12-03,Assembly,"HR 3 RIVAS Assembly Third Reading By AGUIAR-CURRY",77,0,0,2,79
1893418,1470869,2024-12-03,Assembly,"HR 4 ESSAYLI Assembly Third Reading Motion to Lay on the Table By AGUIAR-CURRY",58,19,0,2,79
1893420,1474061,2025-01-23,Assembly,"Be adopted. To Consent Calendar",10,0,0,1,11
1893420,1477873,2025-01-30,Assembly,"HR 6 Connolly Consent Calendar Second Day Regular Session",69,0,0,10,79
1893421,1516577,2025-03-12,Senate,"Do pass, but first be re-referred to the Committee on [Military and Veterans Affairs]",5,0,0,0,5
1893422,1526886,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,3,0,1,15
1893423,1535095,2025-04-01,Senate,"Do pass, but first be re-referred to the Committee on [Public Safety]",12,0,0,1,13
1893424,1515256,2025-03-11,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Judiciary]",11,1,0,3,15
1893425,1521950,2025-03-19,Senate,"Do pass, but first be re-referred to the Committee on [Energy, Utilities and Communications] with the recommendation: To Consent Calendar",8,0,0,0,8
1893425,1538973,2025-04-07,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",16,0,0,1,17
1893427,1526945,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Rules]",4,1,0,1,6
1893427,1538950,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1893431,1526968,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,0,0,0,6
1893431,1538923,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1893432,1522002,2025-03-19,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",3,2,0,3,8
1893432,1522003,2025-03-19,Senate,"[First] hearing set for [03-19-2025]: Failed passage in Committee. Reconsideration granted",8,0,0,0,8
1893433,1528273,2025-03-26,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Health]",5,0,0,0,5
1893435,1542756,2025-04-08,Senate,"Do pass as amended",11,2,0,0,13
1893436,1516569,2025-03-12,Senate,"Do pass, but first be re-referred to the Committee on [Military and Veterans Affairs]",5,0,0,0,5
1893438,1542879,2025-04-08,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",12,0,0,1,13
1893439,1487029,2025-02-11,Senate,"Do pass, but first be re-referred to the Committee on [Business, Professions and Economic Development]",10,1,0,2,13
1893439,1503908,2025-03-03,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",8,0,0,3,11
1893439,1517828,2025-03-13,Senate,"Senate 3rd Reading SB26 Umberg et al. Urgency Clause",35,0,0,5,40
1893439,1528286,2025-03-26,Assembly,"Do pass",9,0,0,3,12
1893439,1533497,2025-04-01,Senate,"Unfinished Business SB26 Umberg et al. Urgency Clause Concurrence",38,1,0,1,40
1893439,1533498,2025-04-01,Assembly,"SB 26 Umberg Third Reading Urgency By Kalra",77,0,0,3,80
1893440,1542742,2025-04-08,Senate,"Do pass",12,0,0,1,13
1893441,1526889,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,0,0,0,6
1893441,1538866,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1893442,1535054,2025-04-01,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",9,2,0,2,13
1893444,1542877,2025-04-08,Senate,"Do pass, but first be re-referred to the Committee on [Environmental Quality]",11,3,0,1,15
1893445,1526905,2025-03-25,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Environmental Quality]",7,0,0,0,7
1893447,1521980,2025-03-19,Senate,"Do pass, but first be re-referred to the Committee on [Human Services]",6,1,0,0,7
1893449,1526955,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",6,0,0,0,6
1893449,1538909,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1893451,1526911,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,0,0,0,6
1893451,1538940,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1893452,1542930,2025-04-09,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",4,1,0,0,5
1893453,1528292,2025-03-26,Senate,"Do pass as amended",5,0,0,0,5
1893455,1469564,2024-12-02,Senate,"W/O REF. TO FILE SCR1 McGuire",29,9,0,1,39
1893455,1536784,2025-04-03,Assembly,"SCR 1 McGuire Senate Third Reading By Pacheco",56,19,0,4,79
1893456,1469565,2024-12-02,Senate,"W/O REF. TO FILE SCR2 Umberg",37,1,0,1,39
1893456,1470870,2024-12-03,Assembly,"SCR 2 Umberg Senate Third Reading By AGUIAR-CURRY",78,0,0,1,79
1893457,1483663,2025-02-06,Senate,"Senate 3rd Reading SCR3 Laird",33,0,0,6,39
1893462,1469566,2024-12-02,Senate,"W/O REF. TO FILE SR4 Gonzalez",29,9,0,1,39
1893465,1477878,2025-01-30,Senate,"Senate 3rd Reading SR7 Ochoa Bogh et al",36,0,0,3,39
1894276,1473353,2025-01-22,Senate,"Do pass",8,2,0,0,10
1894276,1474135,2025-01-23,Senate,"Senate 3rd Reading SB1 Wiener et al",27,9,0,3,39
1894276,1479278,2025-02-03,Assembly,"SB 1 Wiener Senate Third Reading By GABRIEL Amend By DEMAIO Set #1 Motion to Lay on the Table By AGUIAR-CURRY First Extraordinary Session",56,17,0,6,79
1894276,1479279,2025-02-03,Assembly,"SB 1 Wiener Senate Third Reading By GABRIEL Motion First Extraordinary Session",59,3,0,17,79
1894276,1479280,2025-02-03,Assembly,"SB 1 Wiener Senate Third Reading By GABRIEL First Extraordinary Session",58,17,0,4,79
1894442,1526932,2025-03-25,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1894443,1516570,2025-03-12,Assembly,"Do pass and be re-referred to the Committee on [Higher Education]",8,0,0,1,9
1894444,1525416,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,0,4,14
1894446,1542913,2025-04-08,Senate,"Do pass, but first be re-referred to the Committee on [Public Safety]",10,0,0,3,13
1894448,1540941,2025-04-08,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",6,0,0,0,6
1894449,1521988,2025-03-19,Senate,"Do pass and be ordered to the Consent Calendar",8,0,0,0,8
1894449,1530385,2025-03-28,Senate,"Consent Calendar 2nd SB39 Weber Pierson Urgency Clause",34,0,0,6,40
1894450,1535046,2025-04-02,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",11,0,0,0,11
1894656,1540905,2025-04-08,Assembly,"Do pass and be re-referred to the Committee on [Privacy and Consumer Protection]",9,3,0,0,12
1894817,1533573,2025-04-01,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",4,1,0,0,5
1894820,1472238,2025-01-17,Senate,"Senate 3rd Reading SCR5 Ochoa Bogh",32,0,0,7,39
1894820,1485621,2025-02-10,Assembly,"Be adopted. To Consent Calendar",9,0,0,2,11
1895841,1534990,2025-04-02,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",17,0,0,0,17
1896226,1525474,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",13,0,0,1,14
1896227,1505321,2025-03-04,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",9,0,0,0,9
1896625,1526906,2025-03-25,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",14,0,0,1,15
1896626,1530375,2025-03-28,Assembly,"Be adopted. To third reading",7,0,0,4,11
1896627,1483686,2025-02-06,Senate,"Special Consent ACR7 Bryan et al",37,0,0,2,39
1896628,1521970,2025-03-19,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,2,0,1,8
1896628,1538944,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1896850,1477881,2025-01-30,Senate,"Special Consent ACR8 Wallis et al",36,0,0,3,39
1897055,1535008,2025-04-02,Assembly,"Do pass and be re-referred to the Committee on [Privacy and Consumer Protection]",15,0,0,2,17
1897056,1542900,2025-04-09,Assembly,"Do pass as amended and be re-referred to the Committee on [Housing and Community Development]",8,1,0,1,10
1897057,1483666,2025-02-06,Senate,"Special Consent ACR9 Pellerin et al",37,0,0,2,39
1897058,1534991,2025-04-02,Senate,"Do pass, but first be re-referred to the Committee on [Public Safety]",6,1,0,0,7
1897059,1519121,2025-03-17,Senate,"Senate 3rd Reading SB49 Grove et al. Urgency Clause",37,0,0,3,40
1897060,1535070,2025-04-01,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",13,0,0,0,13
1897061,1535032,2025-04-01,Senate,"Be adopted. Ordered to third reading",12,0,0,1,13
1897215,1521999,2025-03-19,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",19,0,0,3,22
1897216,1471321,2025-01-13,Senate,"Senate 3rd Reading SCR6 Choi",32,0,0,7,39
1897216,1479231,2025-02-03,Assembly,"Be adopted. To Consent Calendar",11,0,0,0,11
1897216,1483668,2025-02-06,Assembly,"SCR 6 Choi Consent Calendar Second Day Regular Session",72,0,0,7,79
1897437,1505310,2025-03-04,Assembly,"Do pass. To Consent Calendar",12,0,0,0,12
1897437,1511453,2025-03-10,Assembly,"AB 78 Chen Consent Calendar Second Day",72,0,0,8,80
1897438,1515291,2025-03-11,Assembly,"Do pass and be re-referred to the Committee on [Higher Education] with recommendation: To Consent Calendar",6,0,0,1,7
1897440,1503924,2025-03-03,Senate,"Senate 3rd Reading SCR7 Niello",24,6,0,9,39
1897818,1538951,2025-04-07,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,0,0,3,14
1897819,1545043,2025-04-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,1,8
1897820,1472237,2025-01-17,Senate,"Senate 3rd Reading SCR8 Weber Pierson et al",32,0,0,7,39
1897820,1485616,2025-02-10,Assembly,"Be adopted. To Consent Calendar",9,0,0,2,11
1898372,1477876,2025-01-30,Senate,"Special Consent ACR10 Mark González et al",36,0,0,3,39
1903331,1516568,2025-03-12,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,0,1,9
1903333,1521944,2025-03-18,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",9,0,0,1,10
1903334,1533525,2025-04-01,Assembly,"Do pass and be re-referred to the Committee on [Education]",2,7,0,0,9
1903334,1533526,2025-04-01,Assembly,Reconsideration,2,6,0,1,9
1903335,1522012,2025-03-18,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",6,2,0,2,10
1903336,1540858,2025-04-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",12,0,0,0,12
1903338,1485612,2025-02-10,Assembly,"Be adopted. To Consent Calendar",9,0,0,2,11
1903338,1492773,2025-02-18,Assembly,"HR 7 Ta Consent Calendar Second Day",70,0,0,9,79
1903339,1475144,2025-01-27,Senate,"Senate 3rd Reading SCR9 Weber Pierson",36,0,0,3,39
1903339,1485614,2025-02-10,Assembly,"Be adopted. To Consent Calendar",9,0,0,2,11
1904793,1540939,2025-04-08,Assembly,"Do pass as amended and be re-referred to the Committee on [Local Government]",10,1,0,2,13
1904794,1528278,2025-03-26,Assembly,"Do pass. To Consent Calendar",7,0,0,0,7
1904794,1533556,2025-04-01,Assembly,"AB 94 Bennett Consent Calendar Second Day Regular Session",76,0,0,4,80
1904799,1474058,2025-01-23,Assembly,"Be adopted. To third reading",10,0,0,1,11
1904799,1490594,2025-02-14,Senate,"Special Consent ACR11 Ahrens et al",34,0,0,5,39
1904800,1526976,2025-03-25,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Judiciary]",13,0,0,2,15
1904800,1542818,2025-04-08,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",13,0,0,0,13
1904801,1542886,2025-04-08,Senate,"Do pass, but first be re-referred to the Committee on [Military and Veterans Affairs] with the recommendation: To Consent Calendar",13,0,0,0,13
1904802,1526939,2025-03-25,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Military and Veterans Affairs] with the recommendation: To Consent Calendar",7,0,0,0,7
1904803,1516571,2025-03-12,Senate,"Do pass, but first be re-referred to the Committee on [Military and Veterans Affairs] with the recommendation: To Consent Calendar",5,0,0,0,5
1904804,1477866,2025-01-30,Senate,"Senate 3rd Reading SR9 Gonzalez",36,0,0,3,39
1908085,1523499,2025-03-20,Assembly,"AB 100 Gabriel Assembly Third Reading",53,17,0,10,80
1908085,1542899,2025-04-09,Senate,"Do pass",14,4,0,0,18
1908085,1544985,2025-04-10,Senate,"Assembly 3rd Reading AB100 Gabriel By Wiener",29,7,0,4,40
1908085,1544986,2025-04-10,Assembly,"AB 100 GABRIEL Concurrence in Senate Amendments Appeal the Decision of the Speaker By DEMAIO",18,53,0,8,79
1908085,1544987,2025-04-10,Assembly,"AB 100 GABRIEL Concurrence in Senate Amendments",56,7,0,16,79
1908086,1523669,2025-03-20,Assembly,"AB 101 Gabriel Assembly Third Reading",53,17,0,10,80
1908087,1523502,2025-03-20,Assembly,"AB 102 Gabriel Assembly Third Reading",53,17,0,10,80
1908088,1523587,2025-03-20,Assembly,"AB 103 Gabriel Assembly Third Reading",53,17,0,10,80
1908089,1523503,2025-03-20,Assembly,"AB 104 Gabriel Assembly Third Reading",53,17,0,10,80
1908090,1523658,2025-03-20,Assembly,"AB 105 Gabriel Assembly Third Reading",53,17,0,10,80
1908091,1523618,2025-03-20,Assembly,"AB 106 Gabriel Assembly Third Reading",53,17,0,10,80
1908092,1523528,2025-03-20,Assembly,"AB 107 Gabriel Assembly Third Reading",53,17,0,10,80
1908093,1523579,2025-03-20,Assembly,"AB 108 Gabriel Assembly Third Reading",53,17,0,10,80
1908094,1523672,2025-03-20,Assembly,"AB 109 Gabriel Assembly Third Reading",53,17,0,10,80
1908095,1523612,2025-03-20,Assembly,"AB 110 Gabriel Assembly Third Reading",53,17,0,10,80
1908096,1523601,2025-03-20,Assembly,"AB 111 Gabriel Assembly Third Reading",53,17,0,10,80
1908097,1523577,2025-03-20,Assembly,"AB 112 Gabriel Assembly Third Reading",53,17,0,10,80
1908098,1523536,2025-03-20,Assembly,"AB 113 Gabriel Assembly Third Reading",53,17,0,10,80
1908099,1523498,2025-03-20,Assembly,"AB 114 Gabriel Assembly Third Reading",53,17,0,10,80
1908100,1523717,2025-03-20,Assembly,"AB 115 Gabriel Assembly Third Reading",53,17,0,10,80
1908101,1523469,2025-03-20,Assembly,"AB 116 Gabriel Assembly Third Reading",53,17,0,10,80
1908102,1523644,2025-03-20,Assembly,"AB 117 Gabriel Assembly Third Reading",53,17,0,10,80
1908103,1523600,2025-03-20,Assembly,"AB 118 Gabriel Assembly Third Reading",53,17,0,10,80
1908104,1523646,2025-03-20,Assembly,"AB 119 Gabriel Assembly Third Reading",53,17,0,10,80
1908105,1523467,2025-03-20,Assembly,"AB 120 Gabriel Assembly Third Reading",53,17,0,10,80
1908106,1523624,2025-03-20,Assembly,"AB 121 Gabriel Assembly Third Reading",53,17,0,10,80
1908107,1523656,2025-03-20,Assembly,"AB 122 Gabriel Assembly Third Reading",53,17,0,10,80
1908108,1523698,2025-03-20,Assembly,"AB 123 Gabriel Assembly Third Reading",53,17,0,10,80
1908109,1523671,2025-03-20,Assembly,"AB 124 Gabriel Assembly Third Reading",53,17,0,10,80
1908110,1523650,2025-03-20,Assembly,"AB 125 Gabriel Assembly Third Reading",53,17,0,10,80
1908111,1523485,2025-03-20,Assembly,"AB 126 Gabriel Assembly Third Reading",53,17,0,10,80
1908112,1523512,2025-03-20,Assembly,"AB 127 Gabriel Assembly Third Reading",53,17,0,10,80
1908113,1523592,2025-03-20,Assembly,"AB 128 Gabriel Assembly Third Reading",53,17,0,10,80
1908114,1523522,2025-03-20,Assembly,"AB 129 Gabriel Assembly Third Reading",53,17,0,10,80
1908115,1523663,2025-03-20,Assembly,"AB 130 Gabriel Assembly Third Reading",53,17,0,10,80
1908116,1523674,2025-03-20,Assembly,"AB 131 Gabriel Assembly Third Reading",53,17,0,10,80
1908117,1523697,2025-03-20,Assembly,"AB 132 Gabriel Assembly Third Reading",53,17,0,10,80
1908118,1523682,2025-03-20,Assembly,"AB 133 Gabriel Assembly Third Reading",53,17,0,10,80
1908119,1523688,2025-03-20,Assembly,"AB 134 Gabriel Assembly Third Reading",53,17,0,10,80
1908120,1523478,2025-03-20,Assembly,"AB 135 Gabriel Assembly Third Reading",53,17,0,10,80
1908121,1523709,2025-03-20,Assembly,"AB 136 Gabriel Assembly Third Reading",53,17,0,10,80
1908122,1523719,2025-03-20,Assembly,"AB 137 Gabriel Assembly Third Reading",53,17,0,10,80
1908123,1523483,2025-03-20,Assembly,"AB 138 Gabriel Assembly Third Reading",53,17,0,10,80
1908124,1523497,2025-03-20,Assembly,"AB 139 Gabriel Assembly Third Reading",53,17,0,10,80
1908125,1523445,2025-03-20,Assembly,"AB 140 Gabriel Assembly Third Reading",53,17,0,10,80
1908126,1523465,2025-03-20,Assembly,"AB 141 Gabriel Assembly Third Reading",53,17,0,10,80
1908127,1523565,2025-03-20,Assembly,"AB 142 Gabriel Assembly Third Reading",53,17,0,10,80
1908128,1523508,2025-03-20,Assembly,"AB 143 Gabriel Assembly Third Reading",53,17,0,10,80
1908129,1523628,2025-03-20,Assembly,"AB 144 Gabriel Assembly Third Reading",53,17,0,10,80
1908130,1523456,2025-03-20,Assembly,"AB 145 Gabriel Assembly Third Reading",53,17,0,10,80
1908131,1523513,2025-03-20,Assembly,"AB 146 Gabriel Assembly Third Reading",53,17,0,10,80
1908132,1523720,2025-03-20,Assembly,"AB 147 Gabriel Assembly Third Reading",53,17,0,10,80
1908133,1523514,2025-03-20,Assembly,"AB 148 Gabriel Assembly Third Reading",53,17,0,10,80
1908134,1523439,2025-03-20,Assembly,"AB 149 Gabriel Assembly Third Reading",53,17,0,10,80
1908135,1523583,2025-03-20,Assembly,"AB 150 Gabriel Assembly Third Reading",53,17,0,10,80
1908136,1523648,2025-03-20,Assembly,"AB 151 Gabriel Assembly Third Reading",53,17,0,10,80
1908137,1523633,2025-03-20,Assembly,"AB 152 Gabriel Assembly Third Reading",53,17,0,10,80
1908138,1523598,2025-03-20,Assembly,"AB 153 Gabriel Assembly Third Reading",53,17,0,10,80
1908139,1523617,2025-03-20,Assembly,"AB 154 Gabriel Assembly Third Reading",53,17,0,10,80
1908140,1523676,2025-03-20,Assembly,"AB 155 Gabriel Assembly Third Reading",53,17,0,10,80
1908141,1523486,2025-03-20,Assembly,"AB 156 Gabriel Assembly Third Reading",53,17,0,10,80
1908142,1523572,2025-03-20,Assembly,"AB 157 Gabriel Assembly Third Reading",53,17,0,10,80
1908143,1523702,2025-03-20,Assembly,"AB 158 Gabriel Assembly Third Reading",53,17,0,10,80
1908144,1523447,2025-03-20,Assembly,"AB 159 Gabriel Assembly Third Reading",53,17,0,10,80
1908145,1523477,2025-03-20,Assembly,"AB 160 Gabriel Assembly Third Reading",53,17,0,10,80
1908146,1523491,2025-03-20,Assembly,"AB 161 Gabriel Assembly Third Reading",53,17,0,10,80
1908147,1523463,2025-03-20,Assembly,"AB 162 Gabriel Assembly Third Reading",53,17,0,10,80
1908148,1523473,2025-03-20,Assembly,"AB 163 Gabriel Assembly Third Reading",53,17,0,10,80
1908149,1523666,2025-03-20,Assembly,"AB 164 Gabriel Assembly Third Reading",53,17,0,10,80
1908150,1523442,2025-03-20,Assembly,"AB 165 Gabriel Assembly Third Reading",53,17,0,10,80
1908151,1523683,2025-03-20,Assembly,"AB 166 Gabriel Assembly Third Reading",53,17,0,10,80
1908152,1523471,2025-03-20,Assembly,"AB 167 Gabriel Assembly Third Reading",53,17,0,10,80
1908153,1523608,2025-03-20,Assembly,"AB 168 Gabriel Assembly Third Reading",53,17,0,10,80
1908154,1523679,2025-03-20,Assembly,"AB 169 Gabriel Assembly Third Reading",53,17,0,10,80
1908155,1523621,2025-03-20,Assembly,"AB 170 Gabriel Assembly Third Reading",53,17,0,10,80
1908156,1523647,2025-03-20,Assembly,"AB 171 Gabriel Assembly Third Reading",53,17,0,10,80
1908157,1523541,2025-03-20,Assembly,"AB 172 Gabriel Assembly Third Reading",53,17,0,10,80
1908158,1523476,2025-03-20,Assembly,"AB 173 Gabriel Assembly Third Reading",53,17,0,10,80
1908159,1523451,2025-03-20,Assembly,"AB 174 Gabriel Assembly Third Reading",53,17,0,10,80
1908160,1523517,2025-03-20,Assembly,"AB 175 Gabriel Assembly Third Reading",53,17,0,10,80
1908161,1523542,2025-03-20,Assembly,"AB 176 Gabriel Assembly Third Reading",53,17,0,10,80
1908162,1523440,2025-03-20,Assembly,"AB 177 Gabriel Assembly Third Reading",53,17,0,10,80
1908163,1523700,2025-03-20,Assembly,"AB 178 Gabriel Assembly Third Reading",53,17,0,10,80
1908164,1523588,2025-03-20,Assembly,"AB 179 Gabriel Assembly Third Reading",53,17,0,10,80
1908165,1523454,2025-03-20,Assembly,"AB 180 Gabriel Assembly Third Reading",53,17,0,10,80
1908166,1523461,2025-03-20,Assembly,"AB 181 Gabriel Assembly Third Reading",53,17,0,10,80
1908167,1523681,2025-03-20,Assembly,"AB 182 Gabriel Assembly Third Reading",53,17,0,10,80
1908168,1523655,2025-03-20,Assembly,"AB 183 Gabriel Assembly Third Reading",53,17,0,10,80
1908169,1523532,2025-03-20,Assembly,"AB 184 Gabriel Assembly Third Reading",53,17,0,10,80
1908170,1523718,2025-03-20,Assembly,"AB 185 Gabriel Assembly Third Reading",53,17,0,10,80
1908171,1523667,2025-03-20,Assembly,"AB 186 Gabriel Assembly Third Reading",53,17,0,10,80
1908172,1523678,2025-03-20,Assembly,"AB 187 Gabriel Assembly Third Reading",53,17,0,10,80
1908173,1523580,2025-03-20,Assembly,"AB 188 Gabriel Assembly Third Reading",53,17,0,10,80
1908174,1523540,2025-03-20,Assembly,"AB 189 Gabriel Assembly Third Reading",53,17,0,10,80
1908175,1523707,2025-03-20,Assembly,"AB 190 Gabriel Assembly Third Reading",53,17,0,10,80
1908176,1523639,2025-03-20,Assembly,"AB 191 Gabriel Assembly Third Reading",53,17,0,10,80
1908177,1523680,2025-03-20,Assembly,"AB 192 Gabriel Assembly Third Reading",53,17,0,10,80
1908178,1523609,2025-03-20,Assembly,"AB 193 Gabriel Assembly Third Reading",53,17,0,10,80
1908179,1523616,2025-03-20,Assembly,"AB 194 Gabriel Assembly Third Reading",53,17,0,10,80
1908180,1523526,2025-03-20,Assembly,"AB 195 Gabriel Assembly Third Reading",53,17,0,10,80
1908181,1523569,2025-03-20,Assembly,"AB 196 Gabriel Assembly Third Reading",53,17,0,10,80
1908182,1523552,2025-03-20,Assembly,"AB 197 Gabriel Assembly Third Reading",53,17,0,10,80
1908183,1523643,2025-03-20,Assembly,"AB 198 Gabriel Assembly Third Reading",53,17,0,10,80
1908184,1523561,2025-03-20,Assembly,"AB 199 Gabriel Assembly Third Reading",53,17,0,10,80
1908185,1523488,2025-03-20,Assembly,"AB 200 Gabriel Assembly Third Reading",53,17,0,10,80
1908186,1523533,2025-03-20,Assembly,"AB 201 Gabriel Assembly Third Reading",53,17,0,10,80
1908187,1523706,2025-03-20,Assembly,"AB 202 Gabriel Assembly Third Reading",53,17,0,10,80
1908188,1523563,2025-03-20,Assembly,"AB 203 Gabriel Assembly Third Reading",53,17,0,10,80
