bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1894268,2172,ABX11,6,Failed,2025-02-03,"Budget Act of 2024.","An act to amend the Budget Act of 2024 (Chs. 22, 35, and 994, Stats. 2024), by amending Sections 5.25 and 39.10 of that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",0,,2025-02-03,"From committee without further action.",https://legiscan.com/CA/bill/ABX11/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520261AB1
1893344,2172,AB1,1,Introduced,2024-12-02,"Residential property insurance: wildfire risk.","An act to add Article 5 (commencing with Section 2095) to Chapter 2 of Part 1 of Division 2 of the Insurance Code, relating to insurance.",449,"Assembly Appropriations",2025-04-02,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 17. Noes 0.) (April 2). Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB1/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1
1894283,2172,ABX12,6,Failed,2025-02-03,"Budget Act of 2024.","An act to amend the Budget Act of 2024 (Chs. 22, 35, and 994, Stats. 2024), by amending Section 99.50 of, and by adding Section 5.26 to, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",0,,2025-02-03,"From committee without further action.",https://legiscan.com/CA/bill/ABX12/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520261AB2
1893355,2172,AB2,1,Introduced,2024-12-02,"Injuries to children: civil penalties.","An act to add Section 1714.02 to the Civil Code, relating to social media platforms.",0,,2025-04-09,"Read second time. Ordered to third reading.",https://legiscan.com/CA/bill/AB2/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB2
1929564,2172,ABX13,6,Failed,2025-02-03,"Personal Income Tax: tax credits: fire-resistant home improvements.","An act to add and repeal Section 17053.4 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",0,,2025-02-03,"Died at Desk.",https://legiscan.com/CA/bill/ABX13/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520261AB3
1893366,2172,AB3,1,Introduced,2024-12-02,"Alcohol and drug treatment facilities: local regulation.","An act to amend Section 11834.23 of the Health and Safety Code, relating to alcohol and drug treatment facilities.",457,"Assembly Health",2025-03-24,"Re-referred to Com. on Health.",https://legiscan.com/CA/bill/AB3/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB3
1893377,2172,AB4,1,Introduced,2024-12-02,"Covered California expansion.","An act to repeal and add Section 100522 of the Government Code, relating to health care.",449,"Assembly Appropriations",2025-04-02,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 11. Noes 2.) (April 1). Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB4/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB4
1930793,2172,ABX14,4,Passed,2025-01-24,"Budget Act of 2024.","An act to amend the Budget Act of 2024 (Chs. 22, 35, and 994, Stats. 2024), by amending Sections 39.00 and 99.50 of, and by adding Section 90.00 to, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",0,,2025-01-24,"Chaptered by Secretary of State - Chapter 1, Statutes of 2025.",https://legiscan.com/CA/bill/ABX14/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520261AB4
1893388,2172,AB5,1,Introduced,2024-12-02,"Elections: official canvass.","An act to add Section 15307 to the Elections Code, relating to elections.",449,"Assembly Appropriations",2025-04-09,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (April 9). Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB5/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB5
1930784,2172,ABX15,6,Failed,2025-02-03,"Budget Act of 2024.","An act to amend the Budget Act of 2024 (Chs. 22, 35, and 994, Stats. 2024), by amending Items 2240-001-0001 and 7760-001-0001 of Section 2.00 of, by amending Sections 39.00 and 99.50 of, and by adding Section 90.01 to, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",0,,2025-02-03,"Died on inactive file.",https://legiscan.com/CA/bill/ABX15/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520261AB5
1893399,2172,AB6,1,Introduced,2024-12-02,"Residential developments: building standards: review.","An act to add Sections 17921.12 and 17921.13 to the Health and Safety Code, relating to housing.",459,"Assembly Housing and Community Development",2025-04-01,"Re-referred to Com. on H. & C.D.",https://legiscan.com/CA/bill/AB6/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB6
1933606,2172,ABX16,6,Failed,2025-02-03,"Forestry: timber operations: maintenance of timberlands for fuels reduction.","An act to add Section 4581.5 to the Public Resources Code, relating to forestry.",0,,2025-02-03,"Died at Desk.",https://legiscan.com/CA/bill/ABX16/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520261AB6
1893404,2172,AB7,1,Introduced,2024-12-02,"Postsecondary education: admissions preference: descendants of slavery.","An act to add Article 12 (commencing with Section 66095) to Chapter 2 of Part 40 of Division 5 of Title 3 of the Education Code, relating to postsecondary education.",458,"Assembly Higher Education",2025-02-18,"Referred to Coms. on Higher ED. and JUD.",https://legiscan.com/CA/bill/AB7/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB7
1933484,2172,ABX17,6,Failed,2025-02-03,"Budget Act of 2024.","An act to amend the Budget Act of 2024 (Chs. 22, 35, and 994, Stats. 2024), by amending Section 99.50 of, and by adding Section 11.40 to, that act, relating to the state budget, and to take effect immediately, budget bill.",0,,2025-02-03,"Died at Desk.",https://legiscan.com/CA/bill/ABX17/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520261AB7
