bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1636377,2615819,text,38137,text/html,Introduced,https://legiscan.com/CA/text/AB1/id/2615819,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB1#99INT
1636504,2621525,text,3416,text/html,Introduced,https://legiscan.com/CA/text/ABX11/id/2621525,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320241AB1#99INT
1886624,3019826,text,36621,text/html,Introduced,https://legiscan.com/CA/text/ABX21/id/3019826,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320242AB1#99INT
1636377,2782367,text,39422,text/html,Amended,https://legiscan.com/CA/text/AB1/id/2782367,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB1#98AMD
1636377,2814638,text,39498,text/html,Amended,https://legiscan.com/CA/text/AB1/id/2814638,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB1#97AMD
1636377,2832507,text,41724,text/html,Amended,https://legiscan.com/CA/text/AB1/id/2832507,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB1#96AMD
1636377,2834039,text,57311,text/html,Amended,https://legiscan.com/CA/text/AB1/id/2834039,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB1#95AMD
1636377,2840358,text,48211,text/html,Amended,https://legiscan.com/CA/text/AB1/id/2840358,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB1#94AMD
1886624,3022620,text,32268,text/html,Amended,https://legiscan.com/CA/text/ABX21/id/3022620,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320242AB1#98AMD
1886624,3022813,text,57693,text/html,Amended,https://legiscan.com/CA/text/ABX21/id/3022813,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320242AB1#97AMD
1886624,3024154,text,50826,text/html,Amended,https://legiscan.com/CA/text/ABX21/id/3024154,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320242AB1#96AMD
1636377,2841810,text,48939,text/html,Enrolled,https://legiscan.com/CA/text/AB1/id/2841810,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB1#93ENR
1886624,3024701,text,47932,text/html,Enrolled,https://legiscan.com/CA/text/ABX21/id/3024701,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320242AB1#95ENR
1636377,2844393,text,45811,text/html,Chaptered,https://legiscan.com/CA/text/AB1/id/2844393,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB1#92CHP
1886624,3024702,text,45862,text/html,Chaptered,https://legiscan.com/CA/text/ABX21/id/3024702,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320242AB1#94CHP
1636388,2615830,text,6286,text/html,Introduced,https://legiscan.com/CA/text/AB2/id/2615830,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB2#99INT
1636505,2621707,text,17788,text/html,Introduced,https://legiscan.com/CA/text/ABX12/id/2621707,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320241AB2#99INT
1886646,3019908,text,17657,text/html,Introduced,https://legiscan.com/CA/text/ABX22/id/3019908,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320242AB2#99INT
1636388,2750560,text,13443,text/html,Amended,https://legiscan.com/CA/text/AB2/id/2750560,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB2#98AMD
1636388,2792977,text,10223,text/html,Amended,https://legiscan.com/CA/text/AB2/id/2792977,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB2#97AMD
1636388,2814805,text,11358,text/html,Amended,https://legiscan.com/CA/text/AB2/id/2814805,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB2#96AMD
1636388,2829893,text,75965,text/html,Amended,https://legiscan.com/CA/text/AB2/id/2829893,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB2#95AMD
1636388,2831739,text,62323,text/html,Amended,https://legiscan.com/CA/text/AB2/id/2831739,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB2#94AMD
