bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1385576,2218947,text,312454,text/html,Introduced,https://legiscan.com/CA/text/AB1/id/2218947,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB1#99INT
1385576,2586227,text,32600,text/html,Amended,https://legiscan.com/CA/text/AB1/id/2586227,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB1#98AMD
1385592,2218961,text,17106,text/html,Introduced,https://legiscan.com/CA/text/AB2/id/2218961,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB2#99INT
1385588,2218957,text,64942,text/html,Introduced,https://legiscan.com/CA/text/AB3/id/2218957,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB3#99INT
1385588,2336717,text,73390,text/html,Amended,https://legiscan.com/CA/text/AB3/id/2336717,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB3#98AMD
1385588,2417404,text,72842,text/html,Amended,https://legiscan.com/CA/text/AB3/id/2417404,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB3#97AMD
1385588,2424908,text,74946,text/html,Amended,https://legiscan.com/CA/text/AB3/id/2424908,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB3#96AMD
1385588,2428685,text,75961,text/html,Amended,https://legiscan.com/CA/text/AB3/id/2428685,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB3#95AMD
1385588,2432438,text,75963,text/html,Enrolled,https://legiscan.com/CA/text/AB3/id/2432438,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB3#94ENR
1385588,2436322,text,73646,text/html,Chaptered,https://legiscan.com/CA/text/AB3/id/2436322,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB3#93CHP
1385528,2218906,text,17734,text/html,Introduced,https://legiscan.com/CA/text/AB4/id/2218906,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB4#99INT
1385411,2218805,text,13487,text/html,Introduced,https://legiscan.com/CA/text/AB5/id/2218805,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB5#99INT
