people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
1504,"Steven Bradford",Steven,,Bradford,,,1,D,2,Sen,SD-035,357173,56752,,Steven_Bradford,281132,0
1507,"Anna Caballero",Anna,M.,Caballero,,,1,D,2,Sen,SD-012,775712,58583,,Anna_Caballero,248446,0
1552,"Jim Nielsen",Jim,,Nielsen,,,2,R,2,Sen,SD-004,13008412,104331,,Jim_Nielsen,267695,0
1556,"Anthony Portantino",Anthony,J.,Portantino,,,1,D,2,Sen,SD-025,22560,69513,,"Anthony_Portantino,_Jr.",248462,0
1561,"Nancy Skinner",Nancy,C.,Skinner,,,1,D,2,Sen,SD-009,81851,104350,,Nancy_Skinner_(California),267715,0
10959,"Toni Atkins",Toni,,Atkins,,,1,D,2,Sen,SD-039,145632,70372,,Toni_Atkins_(California),291013,0
10970,"Richard Pan",Richard,,Pan,,,1,D,2,Sen,SD-006,13008437,120159,,Richard_Pan,290901,0
10972,"Bob Wieckowski",Bob,,Wieckowski,,,1,D,2,Sen,SD-010,13008529,71025,,Bob_Wieckowski,289354,0
11611,"Shannon Grove",Shannon,L.,Grove,,,2,R,2,Sen,SD-016,13008592,120204,,Shannon_Grove,290948,0
11612,"Benjamin Hueso",Benjamin,,Hueso,,Ben,1,D,2,Sen,SD-040,654343,70366,,Ben_Hueso,289431,0
14091,"Franklin Bigelow",Franklin,E.,Bigelow,,Frank,2,R,1,Rep,HD-005,13008441,82440,,Frank_Bigelow,390004,0
14092,"Richard Bloom",Richard,,Bloom,,,1,D,1,Rep,HD-050,11022796,70734,,Richard_Bloom,390005,0
14094,"Rob Bonta",Rob,,Bonta,,Bob,1,D,1,Rep,HD-018,13008519,129483,,Rob_Bonta,390007,0
14096,"Edwin Chau",Edwin,,Chau,,Ed,1,D,1,Rep,HD-049,702180,104286,,Edwin_Chau,266766,0
14098,"Ken Cooley",Ken,,Cooley,,,1,D,1,Rep,HD-008,717012,71245,,Ken_Cooley,280176,0
14099,"Brian Dahle",Brian,,Dahle,,,2,R,2,Sen,SD-001,13008404,82387,,Brian_Dahle,397013,0
14100,"Tom Daly",Tom,,Daly,,,1,D,1,Rep,HD-069,11022817,138462,,Tom_Daly,390030,0
14101,"Susan Eggman",Susan,Talamantes,Eggman,,,1,D,2,Sen,SD-005,1262442,70866,,Susan_Talamantes_Eggman,390043,0
14103,"Jim Frazier",Jim,,Frazier,,,1,D,1,Rep,HD-011,11022751,113539,,Jim_Frazier,397019,0
14104,"Cristina Garcia",Cristina,,Garcia,,,1,D,1,Rep,HD-058,13008754,140262,,Cristina_Garcia,337126,0
14106,"Adam Gray",Adam,,Gray,,,1,D,1,Rep,HD-021,11022764,138552,,Adam_Gray,256700,0
14107,"Chris Holden",Chris,R.,Holden,,,1,D,1,Rep,HD-041,11022784,71235,,Chris_Holden,390127,0
14109,"Reginald Jones-Sawyer",Reginald,B.,Jones-Sawyer,Sr.,Reggie,1,D,1,Rep,HD-059,770807,120229,,Reginald_Jones-Sawyer,289387,0
14110,"Marc Levine",Marc,B.,Levine,,,1,D,1,Rep,HD-010,779330,126593,,Marc_Levine_(California),390153,0
14112,"Brian Maienschein",Brian,,Maienschein,,,1,D,1,Rep,HD-077,13008880,70360,,Brian_Maienschein,390179,0
14113,"Jose Medina",Jose,,Medina,,,1,D,1,Rep,HD-061,386803,29082,,Jose_Medina,290996,0
14114,"Melissa Melendez",Melissa,A.,Melendez,,,2,R,2,Sen,SD-028,13008813,111859,,Melissa_Melendez,390303,0
14115,"Kevin Mullin",Kevin,,Mullin,,,1,D,1,Rep,HD-022,13008543,105586,,Kevin_Mullin_(California),390304,0
14116,"Al Muratsuchi",Al,,Muratsuchi,,,1,D,1,Rep,HD-066,11022814,138450,,Al_Muratsuchi,390306,0
14117,"Jim Patterson",Jim,,Patterson,,,2,R,1,Rep,HD-023,1516357,28881,,Jim_Patterson_(California),284029,0
14118,"Sharon Quirk-Silva",Sharon,,Quirk-Silva,,,1,D,1,Rep,HD-065,11022813,71051,,Sharon_Quirk-Silva,408041,0
14119,"Bill Quirk",Bill,,Quirk,,,1,D,1,Rep,HD-020,196435,109721,,Bill_Quirk,390320,0
14120,"Anthony Rendon",Anthony,,Rendon,,,1,D,1,Rep,HD-063,37194,138445,,Anthony_Rendon,390323,0
14121,"Mark Stone",Mark,,Stone,,,1,D,1,Rep,HD-029,299544,81650,,Mark_Stone,390336,0
14122,"Philip Ting",Philip,Y.,Ting,,Phil,1,D,1,Rep,HD-019,11022760,138545,,Phil_Ting,390346,0
14123,"Marie Waldron",Marie,,Waldron,,,2,R,1,Rep,HD-075,400355,57320,,Marie_Waldron,390360,0
14124,"Shirley Weber",Shirley,N.,Weber,,,1,D,1,Rep,HD-079,13008894,138421,,Shirley_Weber,390366,0
