people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
1495,"Joel Anderson",Joel,,Anderson,,,2,R,2,Sen,SD-038,493316,16716,,Joel_Anderson_(California),248505,0
1498,"Jim Beall",Jim,,Beall,Jr.,,1,D,2,Sen,SD-015,776647,58229,,James_Beall_Jr.,248442,0
1500,"Tom Berryhill",Tom,,Berryhill,,,2,R,2,Sen,SD-008,12388609,9681,,Tom_Berryhill,248444,0
1502,"Marty Block",Marty,,Block,,,1,D,2,Sen,SD-039,6485591,104437,,Martin_Block,267805,0
1516,"Kevin de Leon",Kevin,,"de Leon",,,1,D,2,Sen,SD-024,2322930,59926,,Kevin_de_Le%C3%B3n,248464,0
1525,"Jean Fuller",Jean,,Fuller,,,2,R,2,Sen,SD-016,258108,57656,,Jean_Fuller,248448,0
1527,"Ted Gaines",Ted,,Gaines,,,2,R,2,Sen,SD-001,13008426,59841,,Ted_Gaines,248430,0
1528,"Cathleen Galgiani",Cathleen,,Galgiani,,,1,D,2,Sen,SD-005,21639,57629,,Cathleen_Galgiani,235746,0
1532,"Isadore Hall",Isadore,,Hall,III,,1,D,2,Sen,SD-035,22070,70660,,"Isadore_Hall,_III",267767,0
1535,"Edward Hernandez",Edward,P.,Hernandez,,,1,D,2,Sen,SD-022,363200,69507,,Edward_Hernandez,248481,0
1536,"Jerry Hill",Jerry,A.,Hill,,,1,D,2,Sen,SD-013,6485659,81552,,Gerald_Hill,267722,0
1541,"Steve Knight",Steve,,Knight,,,2,R,2,Sen,SD-021,13008615,71098,,Stephen_Knight,267746,0
1546,"Tony Mendoza",Tony,,Mendoza,,,1,D,2,Sen,SD-032,13008740,56753,,Tony_Mendoza_(California),248479,0
1548,"William Monning",William,W.,Monning,,Bill,1,D,2,Sen,SD-017,6485702,104370,,Bill_Monning,267734,0
1552,"Jim Nielsen",Jim,,Nielsen,,,2,R,2,Sen,SD-004,13008412,104331,,Jim_Nielsen,267695,0
1582,"Mark DeSaulnier",Mark,,DeSaulnier,,,1,D,2,Sen,SD-007,24686,69477,,Mark_DeSaulnier,248434,0
1588,"Robert Huff",Robert,,Huff,,Bob,2,R,2,Sen,SD-029,13008765,16575,,Bob_Huff,226482,0
1590,"Mark Leno",Mark,,Leno,,,1,D,2,Sen,SD-011,22531,28596,,Mark_Leno,211743,0
1591,"Carol Liu",Carol,J.,Liu,,,1,D,2,Sen,SD-025,22108,29060,,Carol_Liu,208493,0
1597,"Fran Pavley",Fran,,Pavley,,,1,D,2,Sen,SD-027,1262346,29336,,Fran_Pavley,208490,0
1604,"Mimi Walters",Mimi,,Walters,,,2,R,2,Sen,SD-037,13008846,29346,,Mimi_Walters,226571,0
1606,"Lois Wolk",Lois,,Wolk,,,1,D,2,Sen,SD-003,2230653,29062,,Lois_Wolk,211740,0
1610,"Loni Hancock",Loni,,Hancock,,,1,D,2,Sen,SD-009,6398685,29419,,Loni_Hancock,211744,0
9547,"Mike Gatto",Mike,,Gatto,,,1,D,1,Rep,HD-043,767512,120220,,Mike_Gatto,215724,0
10957,"Luis Alejo",Luis,A.,Alejo,,,1,D,1,Rep,HD-030,322143,112270,,Luis_Alejo,289363,0
10959,"Toni Atkins",Toni,,Atkins,,,1,D,1,Rep,SD-039,145632,70372,,Toni_Atkins_(California),291013,0
10960,"Susan Bonilla",Susan,A.,Bonilla,,,1,D,1,Rep,HD-014,299294,82208,,Susan_Bonilla,290920,0
10965,"Richard Gordon",Richard,S.,Gordon,,Rich,1,D,1,Rep,HD-024,415439,81558,,Rich_Gordon,293423,0
10968,"Ricardo Lara",Ricardo,,Lara,,,1,D,2,Sen,SD-033,6489792,104399,,Ricardo_Lara,256029,0
10969,"Holly Mitchell",Holly,J.,Mitchell,,,1,D,2,Sen,SD-030,1322026,120230,,Holly_Mitchell,290963,0
10970,"Richard Pan",Richard,,Pan,,,1,D,2,Sen,SD-006,13008437,120159,,Richard_Pan,290901,0
10971,"Henry Perea",Henry,T.,Perea,,,1,D,1,Rep,HD-031,196867,71047,,Henry_T._Perea,290946,0
10972,"Bob Wieckowski",Bob,,Wieckowski,,,1,D,2,Sen,SD-010,13008529,71025,,Bob_Wieckowski,289354,0
10973,"Das Williams",Das,,Williams,,,1,D,1,Rep,HD-037,1801952,70639,,Das_Williams,290954,0
11232,"Kristin Olsen",Kristin,,Olsen,,,2,R,1,Rep,HD-012,13008491,70651,,Kristin_Olsen,290935,0
11609,"K H Achadjian","K H",,Achadjian,,Katcho,2,R,1,Rep,HD-035,13008599,81542,,K.H._Achadjian,289371,0
11610,"Nora Campos",Nora,,Campos,,,1,D,1,Rep,HD-027,196260,70451,,Nora_Campos,290931,0
11611,"Shannon Grove",Shannon,L.,Grove,,,2,R,1,Rep,SD-016,13008592,120204,,Shannon_Grove,290948,0
11612,"Benjamin Hueso",Benjamin,,Hueso,,Ben,1,D,2,Sen,SD-040,654343,70366,,Ben_Hueso,289431,0
11614,"Mike Morrell",Mike,,Morrell,,,2,R,2,Sen,SD-023,711528,29706,,Mike_Morrell,290993,0
11616,"Donald Wagner",Donald,P.,Wagner,,Don,2,R,1,Rep,HD-068,208176,29636,,Donald_P._Wagner,291007,0
11920,"Roger Hernandez",Roger,,Hernandez,,,1,D,1,Rep,HD-048,13008693,71156,,Roger_Hernandez,300489,0
11921,"Anthony Cannella",Anthony,,Cannella,,,2,R,2,Sen,SD-012,13011175,70467,,Anthony_Cannella,289332,0
13078,"Beth Gaines",Beth,B.,Gaines,,,2,R,1,Rep,HD-006,6699813,129786,,Beth_Gaines,340286,0
14091,"Franklin Bigelow",Franklin,E.,Bigelow,,Frank,2,R,1,Rep,HD-005,13008441,82440,,Frank_Bigelow,390004,0
14092,"Richard Bloom",Richard,,Bloom,,,1,D,1,Rep,HD-050,11022796,70734,,Richard_Bloom,390005,0
14094,"Rob Bonta",Rob,,Bonta,,Bob,1,D,1,Rep,HD-018,13008519,129483,,Rob_Bonta,390007,0
14095,"Cheryl Brown",Cheryl,R.,Brown,,,1,D,1,Rep,HD-047,13008690,138513,,Cheryl_Brown_(California),256870,0
14096,"Edwin Chau",Edwin,,Chau,,Ed,1,D,1,Rep,HD-049,702180,104286,,Edwin_Chau,266766,0
14097,"Rocky Chavez",Rocky,J.,Chavez,,,2,R,1,Rep,HD-076,13008872,71016,,Rocky_Ch%C3%A1vez,331059,0
14098,"Ken Cooley",Ken,,Cooley,,,1,D,1,Rep,HD-008,717012,71245,,Ken_Cooley,280176,0
14099,"Brian Dahle",Brian,,Dahle,,,2,R,1,Rep,SD-001,13008404,82387,,Brian_Dahle,397013,0
14100,"Tom Daly",Tom,,Daly,,,1,D,1,Rep,HD-069,11022817,138462,,Tom_Daly,390030,0
14101,"Susan Eggman",Susan,Talamantes,Eggman,,,1,D,1,Rep,SD-005,1262442,70866,,Susan_Talamantes_Eggman,390043,0
14103,"Jim Frazier",Jim,,Frazier,,,1,D,1,Rep,HD-011,11022751,113539,,Jim_Frazier,397019,0
14104,"Cristina Garcia",Cristina,,Garcia,,,1,D,1,Rep,HD-058,13008754,140262,,Cristina_Garcia,337126,0
14105,"Jimmy Gomez",Jimmy,,Gomez,,,1,D,1,Rep,HD-051,13008707,138524,,Jimmy_Gomez,390070,0
14106,"Adam Gray",Adam,,Gray,,,1,D,1,Rep,HD-021,11022764,138552,,Adam_Gray,256700,0
14107,"Chris Holden",Chris,R.,Holden,,,1,D,1,Rep,HD-041,11022784,71235,,Chris_Holden,390127,0
14108,"Ian Calderon",Ian,Charles,Calderon,,,1,D,1,Rep,HD-057,11022802,140248,,Ian_Charles_Calderon,337001,0
14109,"Reginald Jones-Sawyer",Reginald,B.,Jones-Sawyer,Sr.,Reggie,1,D,1,Rep,HD-059,770807,120229,,Reginald_Jones-Sawyer,289387,0
14110,"Marc Levine",Marc,B.,Levine,,,1,D,1,Rep,HD-010,779330,126593,,Marc_Levine_(California),390153,0
14111,"Eric Linder",Eric,,Linder,,,2,R,1,Rep,HD-060,11023315,138436,,Eric_Linder,408030,0
14112,"Brian Maienschein",Brian,,Maienschein,,,2,R,1,Rep,HD-077,13008880,70360,,Brian_Maienschein,390179,0
14113,"Jose Medina",Jose,,Medina,,,1,D,1,Rep,HD-061,386803,29082,,Jose_Medina,290996,0
14114,"Melissa Melendez",Melissa,A.,Melendez,,,2,R,1,Rep,SD-028,13008813,111859,,Melissa_Melendez,390303,0
14115,"Kevin Mullin",Kevin,,Mullin,,,1,D,1,Rep,HD-022,13008543,105586,,Kevin_Mullin_(California),390304,0
14117,"Jim Patterson",Jim,,Patterson,,,2,R,1,Rep,HD-023,1516357,28881,,Jim_Patterson_(California),284029,0
14119,"Bill Quirk",Bill,,Quirk,,,1,D,1,Rep,HD-020,196435,109721,,Bill_Quirk,390320,0
14120,"Anthony Rendon",Anthony,,Rendon,,,1,D,1,Rep,HD-063,37194,138445,,Anthony_Rendon,390323,0
14121,"Mark Stone",Mark,,Stone,,,1,D,1,Rep,HD-029,299544,81650,,Mark_Stone,390336,0
14122,"Philip Ting",Philip,Y.,Ting,,Phil,1,D,1,Rep,HD-019,11022760,138545,,Phil_Ting,390346,0
14123,"Marie Waldron",Marie,,Waldron,,,2,R,1,Rep,HD-075,400355,57320,,Marie_Waldron,390360,0
14124,"Shirley Weber",Shirley,N.,Weber,,,1,D,1,Rep,HD-079,13008894,138421,,Shirley_Weber,390366,0
14125,"Scott Wilk",Scott,Thomas,Wilk,,,2,R,1,Rep,SD-021,11023296,138539,,Scott_Wilk,336303,0
14130,"Hannah-Beth Jackson",Hannah-Beth,,Jackson,,,1,D,2,Sen,SD-019,160620,16826,,Hannah-Beth_Jackson,193064,0
14134,"Richard Roth",Richard,,Roth,,,1,D,2,Sen,SD-031,11022836,138416,,Richard_Roth,397082,0
14219,"Adrin Nazarian",Adrin,,Nazarian,,,1,D,1,Rep,HD-046,11022792,138510,,Adrin_Nazarian,255975,0
16033,"Lorena Gonzalez Fletcher",Lorena,,"Gonzalez Fletcher",,,1,D,1,Rep,HD-080,133178,144488,,Lorena_Gonzalez_Fletcher,460820,0
16048,"Andy Vidak",Andy,,Vidak,,,2,R,2,Sen,SD-014,330788,120067,,Andy_Vidak,284496,0
16087,"Freddie Rodriguez",Freddie,,Rodriguez,,,1,D,1,Rep,HD-052,18912284,144673,,Freddie_Rodriguez,470803,0
16094,"Matt Dababneh",Matt,,Dababneh,,,1,D,1,Rep,HD-045,18912256,144893,,Matt_Dababneh,242136,0
16221,"Brian Jones",Brian,W.,Jones,,,2,R,1,Rep,SD-038,13008835,70781,,Brian_Jones_(California),247950,0
16278,"Catharine Baker",Catharine,,Baker,,,2,R,1,Rep,HD-016,16635303,151690,,Catharine_Baker,494063,0
16279,"William Brough",William,,Brough,,Bill,2,R,1,Rep,HD-073,23421323,129522,,William_Brough,392388,0
16280,"Autumn Burke",Autumn,,Burke,,,1,D,1,Rep,HD-062,23421292,151700,,Autumn_Burke,494195,0
16281,"Ling Ling Chang","Ling Ling",,Chang,,,2,R,1,Rep,SD-029,594598,129527,,Ling_Ling_Chang,494185,0
16282,"David Chiu",David,,Chiu,,,1,D,1,Rep,HD-017,673999,112071,,David_Chiu_(California),494065,0
16283,"Kansen Chu",Kansen,,Chu,,,1,D,1,Rep,HD-025,2495983,88289,,Kansen_Chu,494079,0
16284,"Jim Cooper",Jim,,Cooper,,,1,D,1,Rep,HD-009,23421159,151721,,Jim_Cooper_(California),494022,0
16285,"Bill Dodd",Bill,,Dodd,,,1,D,1,Rep,SD-003,18694309,82641,,Bill_Dodd,494008,0
16286,"Eduardo Garcia",Eduardo,,Garcia,,,1,D,1,Rep,HD-056,23421285,111663,,Eduardo_Garcia,494189,0
16287,"James Gallagher",James,,Gallagher,,,2,R,1,Rep,HD-003,23421142,114778,,James_Gallagher_(California),494004,0
16288,"Mike Gipson",Mike,,Gipson,,,1,D,1,Rep,HD-064,775723,70443,,Mike_Gipson,390069,0
16289,"David Hadley",David,,Hadley,,,2,R,1,Rep,HD-066,23421309,151760,,David_Hadley,494207,0
16290,"Matthew Harper",Matthew,,Harper,,,2,R,1,Rep,HD-074,15203503,129564,,Matthew_Harper,390104,0
