bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
660996,1120,AB1,4,Passed,2015-07-13,"Drought: local governments: fines.","An act to add Section 8627.7 to the Government Code, relating to water.",0,,2015-07-13,"Chaptered by Secretary of State - Chapter 62, Statutes of 2015.",https://legiscan.com/CA/bill/AB1/2015,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_1&sess=1516&house=A
660960,1120,AB2,4,Passed,2015-09-22,"Community revitalization authority.","An act to add Division 4 (commencing with Section 62000) to Title 6 of the Government Code, relating to economic development.",0,,2015-09-22,"Chaptered by Secretary of State - Chapter 319, Statutes of 2015.",https://legiscan.com/CA/bill/AB2/2015,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_2&sess=1516&house=A
661065,1120,AB3,4,Passed,2015-10-07,"Isla Vista Community Services District.","An act to add Part 4 (commencing with Section 61250) to Division 3 of Title 6 of the Government Code, relating to local government.",0,,2015-10-07,"Chaptered by Secretary of State - Chapter 548, Statutes of 2015.",https://legiscan.com/CA/bill/AB3/2015,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_3&sess=1516&house=A
661052,1120,AB4,6,Failed,2016-02-01,"Vehicle weight fees: transportation bond debt service.","An act to add and repeal Section 9400.5 of the Vehicle Code, relating to transportation.",0,,2016-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB4/2015,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_4&sess=1516&house=A
661001,1120,AB5,6,Failed,2016-02-01,"Foster youth: transition from high school to postsecondary education.","An act to add Article 8.5 (commencing with Section 1567.9) to Chapter 3 of Division 2 of the Health and Safety Code, relating to foster youth.",0,,2016-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB5/2015,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_5&sess=1516&house=A
661026,1120,AB6,6,Failed,2016-02-01,"Bonds: transportation: school facilities.","An act to add Section 2704.096 to the Streets and Highways Code, relating to transportation.",0,,2016-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB6/2015,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_6&sess=1516&house=A
661043,1120,AB7,4,Passed,2015-06-30,"Public schools: Larry Itliong Day.","An act to add Section 37222.18 to the Education Code, and to add Section 6725 to the Government Code, relating to public schools.",0,,2015-06-30,"Chaptered by Secretary of State - Chapter 29, Statutes of 2015.",https://legiscan.com/CA/bill/AB7/2015,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_7&sess=1516&house=A
661003,1120,AB8,4,Passed,2015-09-28,"Emergency services: hit-and-run incidents.","An act to add and repeal Section 8594.15 to the Government Code, relating to emergency services.",0,,2015-09-28,"Chaptered by Secretary of State - Chapter 326, Statutes of 2015.",https://legiscan.com/CA/bill/AB8/2015,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_8&sess=1516&house=A
661018,1120,AB9,6,Failed,2016-02-01,"Gambling: Internet poker: unlawful gambling activity.","An act to add Chapter 5.2 (commencing with Section 19990.101) to Division 8 of the Business and Professions Code, relating to gambling, making an appropriation therefor, and declaring the urgency thereof, to take effect immediately.",0,,2016-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB9/2015,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_9&sess=1516&house=A
660974,1120,AB10,5,Vetoed,2015-10-10,"Political Reform Act of 1974: economic interest disclosures.","An act to amend Sections 82033, 82034, 87103, 87206, and 87207 of, and to add Sections 87206.5 and 87211 to, the Government Code, relating to the Political Reform Act of 1974.",0,,2016-04-21,"Last day to consider Governor's veto pursuant to Joint Rule 58.5.",https://legiscan.com/CA/bill/AB10/2015,http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=ab_10&sess=1516&house=A
